comp_bytes	uncomp_bytes	num_apps	path	apps
1747	15045	1	assets/holidays/Canada.json	calendar
1742	5360	1	res/cg.xml	alchemist
1740	5336	1	res/5w.xml	alchemist
1731	1731	24	res/1J.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1730	5248	1	res/x01.xml	alchemist
1725	5440	1	res/v-1.xml	alchemist
1722	8148	1	res/-x1.xml	alchemist
1718	4880	1	res/QD1.xml	alchemist
1713	6084	1	res/9i.xml	alchemist
1711	1711	4	res/CV.png	findfamily,maps,photos,weather
1710	7076	1	res/_q2.xml	alchemist
1708	8724	1	res/Yb.xml	alchemist
1706	5180	1	res/Nl.xml	alchemist
1700	6216	1	res/nx.xml	alchemist
1696	13685	1	assets/holidays/Sweden.json	calendar
1694	5364	1	res/o7.xml	alchemist
1692	4564	1	res/VU.xml	alchemist
1690	3972	1	res/-u.xml	alchemist
1684	5268	1	res/1z.xml	alchemist
1679	13009	1	assets/holidays/UnitedStates.json	calendar
1679	4632	1	org/apache/commons/codec/language/bm/sep_rules_any.txt	passwords
1678	9536	1	res/cQ.xml	alchemist
1670	3778	2	google/protobuf/struct.proto	camera,photos
1668	6104	1	res/98.xml	alchemist
1663	5980	1	res/ty.xml	alchemist
1660	4988	1	res/A2.xml	alchemist
1654	4496	1	res/WU.xml	alchemist
1653	5044	1	res/V32.xml	alchemist
1652	4364	1	res/xW.xml	alchemist
1648	6332	1	res/s2.xml	alchemist
1638	4916	1	res/fl.xml	alchemist
1634	12805	1	assets/holidays/Norway.json	calendar
1634	4613	1	com/google/auto/value/processor/gwtserializer.vm	camera
1630	14491	1	assets/holidays/Taiwan.json	calendar
1630	5096	1	res/2h.xml	alchemist
1630	4396	1	res/Cs.xml	alchemist
1629	14924	1	assets/holidays/Romania.json	calendar
1625	5604	1	res/xw.xml	alchemist
1624	5948	1	res/3H.xml	alchemist
1623	6000	1	res/kB.xml	alchemist
1618	8316	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AR	contacts,messages
1618	4080	1	res/LJ.xml	alchemist
1617	3508	1	res/sj.xml	alchemist
1616	5504	1	res/_h.xml	alchemist
1616	4804	1	res/ky.xml	alchemist
1613	4916	1	res/8u.xml	alchemist
1612	5112	1	res/W5.xml	alchemist
1611	4208	1	res/5K.xml	alchemist
1610	4956	1	res/Zc.xml	alchemist
1608	12849	1	assets/holidays/HongKong.json	calendar
1601	20785	1	assets/US-CA-SLOT/trips.txt	maps
1599	5516	1	res/9n.xml	alchemist
1588	4908	1	res/0_1.xml	alchemist
1586	3894	1	com/google/auto/value/processor/equalshashcode.vm	camera
1585	5044	1	res/UW.xml	alchemist
1580	4828	1	res/i8.xml	alchemist
1577	5560	1	res/Nj.xml	alchemist
1574	6532	1	res/wX.xml	alchemist
1571	5000	1	res/JV.xml	alchemist
1571	37662	1	assets/packs/tower.json	pipes
1570	4652	1	res/me.xml	alchemist
1570	4324	1	res/B2.xml	openassistant
1565	5348	1	res/VG.xml	alchemist
1563	4564	1	res/B8.xml	alchemist
1559	13827	1	assets/holidays/Australia.json	calendar
1559	5284	1	res/im.xml	alchemist
1555	3492	1	res/bJ.xml	alchemist
1550	4960	1	res/6Y1.xml	alchemist
1547	12354	1	assets/holidays/Austria.json	calendar
1547	4899	1	google/protobuf/java_features.proto	messages
1546	4044	2	google/protobuf/wrappers.proto	camera,photos
1544	1544	24	res/IX.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1541	4084	1	res/AV.xml	alchemist
1539	6424	1	res/ME.xml	alchemist
1538	4874	1	org/apache/commons/codec/language/bm/ash_lang.txt	passwords
1537	4600	1	res/bY.xml	alchemist
1535	4224	1	res/Dd.xml	alchemist
1530	5112	1	res/qs.xml	alchemist
1530	4708	1	org/apache/commons/codec/language/bm/ash_approx_any.txt	passwords
1529	5736	1	res/aj.xml	alchemist
1526	1526	24	res/io.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1522	11844	1	assets/holidays/ChristianHolidays.json	calendar
1520	4308	1	res/eT.xml	alchemist
1513	11862	1	assets/holidays/Singapore.json	calendar
1510	5516	1	res/9L1.xml	alchemist
1506	4043	1	org/apache/commons/codec/language/bm/gen_approx_any.txt	passwords
1504	5712	1	res/74.xml	alchemist
1503	3484	1	res/Kz.xml	alchemist
1495	5008	1	res/8m.xml	alchemist
1495	4452	1	res/pb.xml	alchemist
1495	4196	1	res/y-.xml	alchemist
1489	3636	1	res/3z.xml	alchemist
1484	6372	1	res/qh.xml	alchemist
1483	4456	1	res/m6.xml	alchemist
1482	5260	1	res/0b.xml	alchemist
1482	4100	1	res/3w.xml	alchemist
1482	3128	1	res/_Z.xml	openassistant
1477	4480	1	res/CK.xml	alchemist
1475	4480	1	res/3-.xml	alchemist
1475	5260	1	res/FE.xml	alchemist
1471	4220	1	res/KG.xml	alchemist
1471	4232	1	res/cw.xml	alchemist
1470	5420	1	res/YX.xml	alchemist
1470	3388	1	res/vW.xml	alchemist
1466	5076	1	res/VM1.xml	alchemist
1466	5120	1	org/apache/commons/codec/language/bm/gen_approx_common.txt	passwords
1465	4112	1	res/9J.xml	alchemist
1464	9580	1	assets/holidays/HinduHolidays.json	calendar
1461	11556	1	assets/holidays/Latvia.json	calendar
1453	11071	1	assets/holidays/UnitedKingdom.json	calendar
1449	3250	1	doc-files/speclicense.html	email
1448	3416	1	res/R9.xml	alchemist
1447	4859	24	kotlin/reflect/reflect.kotlin_builtins	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1447	5184	1	res/gU.xml	alchemist
1444	3620	1	res/Vx.xml	alchemist
1444	4167	1	org/apache/commons/codec/language/bm/ash_rules_polish.txt	passwords
1442	3976	1	res/YO.xml	openassistant
1440	12639	1	assets/holidays/Japan.json	calendar
1440	4912	1	res/KM.xml	alchemist
1440	3972	1	res/aQ.xml	alchemist
1437	4736	1	res/iV.xml	alchemist
1435	3848	1	res/dP.xml	alchemist
1435	4112	1	org/apache/commons/codec/language/bm/gen_rules_polish.txt	passwords
1431	4971	1	org/apache/commons/codec/language/bm/ash_approx_common.txt	passwords
1426	4228	1	res/n5.xml	alchemist
1421	4836	1	res/KJ.xml	alchemist
1421	4188	1	res/g0.xml	alchemist
1419	11936	1	assets/holidays/Brazil.json	calendar
1417	3096	1	res/ou.xml	alchemist
1416	3544	1	res/gm.xml	alchemist
1415	3960	1	res/Uw.xml	alchemist
1414	4564	1	res/1P.xml	alchemist
1411	3636	1	res/us1.xml	alchemist
1409	4696	1	res/hI.xml	alchemist
1408	3712	1	res/-E.xml	alchemist
1408	4448	1	res/nq.xml	alchemist
1407	3604	1	res/HN.xml	alchemist
1405	3784	1	res/dv.xml	alchemist
1402	3752	1	res/8v.xml	alchemist
1399	4784	1	res/6r.xml	alchemist
1398	3136	1	res/Y8.xml	alchemist
1397	3640	1	res/XQ.xml	alchemist
1395	5616	1	res/d4.xml	alchemist
1395	4408	1	res/dp.xml	alchemist
1395	3972	1	res/uQ1.xml	alchemist
1391	4288	1	res/Mc.xml	alchemist
1390	4072	1	res/dV.xml	alchemist
1389	5288	1	res/fI.xml	alchemist
1385	4684	1	res/CZ.xml	alchemist
1380	4353	24	kotlin/ranges/ranges.kotlin_builtins	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1377	4016	1	res/en.xml	alchemist
1377	3856	1	res/sH.xml	alchemist
1376	3380	1	res/eS.xml	alchemist
1374	4040	1	res/QF.xml	alchemist
1374	3724	1	res/bQ.xml	alchemist
1370	12169	1	assets/holidays/Bulgaria.json	calendar
1370	6680	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_JP	contacts,messages
1370	4032	1	res/M3.xml	alchemist
1370	3680	1	res/rV.xml	alchemist
1367	3540	1	res/Qy1.xml	alchemist
1366	4420	1	res/uY.xml	alchemist
1366	3488	1	res/wF.xml	alchemist
1364	1503	1	assets/signal-root.crt.der	messages
1360	10729	1	assets/holidays/Denmark.json	calendar
1354	4700	1	res/4K.xml	alchemist
1352	3068	1	res/K-.xml	alchemist
1343	4152	1	res/NT.xml	alchemist
1338	14600	1	assets/US-CA-SLOT/calendar_dates.txt	maps
1332	3628	1	res/OJ.xml	alchemist
1332	3013	1	org/apache/commons/codec/language/bm/gen_rules_english.txt	passwords
1327	4424	1	res/Lm1.xml	alchemist
1327	3060	1	res/p0.xml	alchemist
1324	4972	1	res/Kf.xml	alchemist
1319	4520	1	res/rq.xml	alchemist
1318	33559	1	assets/packs/7x7.json	pipes
1317	3392	1	res/wq.xml	alchemist
1316	3628	1	res/F-.xml	alchemist
1311	4512	1	res/zC.xml	alchemist
1307	7356	1	res/wc.xml	alchemist
1305	11487	1	assets/holidays/SouthKorea.json	calendar
1305	4112	1	res/9y.xml	alchemist
1304	3712	1	res/L_.xml	alchemist
1301	3880	1	res/nB.xml	alchemist
1300	4940	1	res/G3.xml	alchemist
1298	3440	1	res/zH.xml	alchemist
1293	3912	1	res/bx.xml	alchemist
1288	2888	1	res/I4.xml	alchemist
1288	3796	1	res/ir.xml	alchemist
1287	4908	1	res/8V.xml	alchemist
1286	3512	1	res/Ho.xml	alchemist
1285	4820	1	res/ZG.xml	alchemist
1283	4128	1	res/P8.xml	alchemist
1283	4236	1	res/vj.xml	alchemist
1282	11199	1	assets/holidays/Lithuania.json	calendar
1281	3296	1	res/Rf.xml	alchemist
1277	10976	1	assets/holidays/Greece.json	calendar
1273	2970	1	org/apache/commons/codec/language/bm/ash_rules_english.txt	passwords
1264	11969	1	assets/holidays/Slovenia.json	calendar
1263	3964	1	res/Gy.xml	alchemist
1263	3512	1	res/Iw.xml	alchemist
1261	3980	1	org/apache/commons/codec/language/bm/ash_rules_russian.txt	passwords
1259	4636	1	res/nD.xml	alchemist
1259	3545	1	org/apache/commons/codec/language/dmrules.txt	passwords
1257	3708	1	res/4f.xml	alchemist
1257	3244	1	res/L3.xml	alchemist
1255	3092	1	res/_n.xml	alchemist
1254	11939	1	assets/holidays/Turkey.json	calendar
1254	3776	1	res/c0.xml	alchemist
1252	3312	1	res/Ws.xml	alchemist
1250	2724	1	res/3z.xml	openassistant
1249	5264	1	res/jM.xml	alchemist
1247	3348	1	res/Sl.xml	alchemist
1246	3388	1	res/Hc.xml	alchemist
1246	3708	1	res/gJ.xml	alchemist
1246	3376	1	res/mJ.xml	alchemist
1243	1243	24	res/G2.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1243	3160	1	res/BF.xml	alchemist
1239	2552	1	res/N4.xml	openassistant
1238	3828	1	res/bk.xml	alchemist
1237	4128	1	res/6R.xml	alchemist
1237	3192	1	res/Uw1.xml	alchemist
1237	3068	1	res/l5.xml	alchemist
1233	9734	1	assets/holidays/NewZealand.json	calendar
1232	4680	1	res/981.xml	alchemist
1231	4829	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_DE	contacts,messages
1229	4196	1	res/u3.xml	alchemist
1227	2740	1	res/vm.xml	alchemist
1225	3948	1	res/ea.xml	alchemist
1225	3740	1	res/iZ.xml	openassistant
1221	3608	1	res/pw.xml	alchemist
1214	2964	1	res/gb.xml	alchemist
1211	2600	1	res/eY.xml	alchemist
1209	3328	1	res/Y_.xml	alchemist
1208	1208	24	res/nf.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1208	2936	1	res/DC.xml	alchemist
1206	2363	4	google/protobuf/empty.proto	camera,messages,photos,youpipe
1205	3708	1	res/2x.xml	alchemist
1204	8455	1	assets/holidays/Indonesia.json	calendar
1203	3620	1	res/Hv.xml	alchemist
1199	3192	1	res/zv.xml	alchemist
1196	4224	1	res/n6.xml	alchemist
1196	3041	1	org/apache/commons/codec/language/bm/gen_rules_greeklatin.txt	passwords
1195	4092	1	res/YP.xml	alchemist
1194	2341	4	google/protobuf/source_context.proto	camera,messages,photos,youpipe
1190	12140	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_49	contacts,messages
1187	3632	1	res/bQ1.xml	alchemist
1186	3096	1	res/AK.xml	openassistant
1181	3208	1	res/iJ.xml	alchemist
1179	2871	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GB	contacts,messages
1178	3944	1	res/C6.xml	alchemist
1178	2764	1	res/XB.xml	alchemist
1176	10539	1	assets/holidays/Poland.json	calendar
1171	3564	1	res/L_1.xml	alchemist
1166	3280	1	res/UR.xml	alchemist
1166	4248	1	res/bX.xml	alchemist
1165	3168	1	res/km.xml	alchemist
1165	2778	1	org/apache/commons/codec/language/bm/gen_rules_french.txt	passwords
1164	9626	1	assets/holidays/Mexico.json	calendar
1164	3040	1	res/W0.xml	alchemist
1161	3752	1	res/2w.xml	alchemist
1160	3052	1	res/a1.xml	alchemist
1160	2652	1	res/gh.xml	alchemist
1157	10011	1	assets/holidays/Portugal.json	calendar
1157	3748	1	res/FT.xml	alchemist
1154	3496	1	res/jM1.xml	alchemist
1153	2732	1	res/Ye.xml	alchemist
1149	3124	1	res/nw.xml	alchemist
1147	4616	1	res/bO.xml	alchemist
1145	4008	1	res/HJ.xml	alchemist
1144	2928	1	res/u71.xml	alchemist
1143	2664	1	res/pR.xml	alchemist
1142	4000	1	res/a9.xml	alchemist
1136	9871	1	assets/holidays/Vietnam.json	calendar
1134	4312	1	res/6J.xml	alchemist
1131	3195	1	org/apache/commons/codec/language/bm/sep_approx_common.txt	passwords
1130	3400	1	res/uG.xml	alchemist
1129	2918	1	org/apache/commons/codec/language/bm/gen_rules_greek.txt	passwords
1128	2396	1	res/ie.xml	alchemist
1115	3042	1	org/apache/commons/codec/language/bm/gen_rules_russian.txt	passwords
1114	3152	1	res/Iw1.xml	alchemist
1114	3120	1	res/fr.xml	alchemist
1114	2700	1	res/sU.xml	alchemist
1113	3272	1	res/nw1.xml	alchemist
1113	2480	1	org/apache/commons/codec/language/bm/sep_rules_spanish.txt	passwords
1111	2882	24	kotlin/concurrent/atomics/atomics.kotlin_builtins	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1107	3528	1	res/ym.xml	alchemist
1106	4076	1	res/uF.xml	alchemist
1103	3616	1	res/Bq.xml	alchemist
1102	3472	1	res/dO.xml	camera
1102	3472	2	res/dO.xml	findfamily,maps
1102	3472	1	res/dO.xml	messages
1102	3472	1	res/dO.xml	passwords
1102	3472	1	res/dO.xml	pdf
1101	3472	3	res/dO.xml	clock,notes,openassistant
1101	3472	8	res/dO.xml	chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
1101	3472	1	res/dO.xml	alchemist
1101	3472	2	res/dO.xml	music,youpipe
1101	3472	1	res/dO.xml	weather
1100	3472	1	res/dO.xml	photos
1099	3472	2	res/dO.xml	calendar,email
1099	3296	1	res/Q1.xml	alchemist
1098	1098	24	res/rj.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1096	1096	24	res/h7.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
1096	2598	1	org/apache/commons/codec/language/bm/gen_rules_portuguese.txt	passwords
1095	2868	1	res/BP.xml	alchemist
1094	29778	1	assets/packs/6x6.json	pipes
1090	2573	1	org/apache/commons/codec/language/bm/sep_rules_portuguese.txt	passwords
1086	2382	1	org/apache/commons/codec/language/bm/gen_rules_spanish.txt	passwords
1082	3184	1	res/QI.xml	alchemist
1075	3200	1	res/TQ.xml	alchemist
1069	2640	1	res/2G.xml	alchemist
1067	3420	1	res/u4.xml	alchemist
1065	3032	1	res/Cm.xml	alchemist
1065	3536	1	res/I-.xml	alchemist
1065	3184	1	res/o4.xml	alchemist
1065	2787	1	org/apache/commons/codec/language/bm/ash_rules_german.txt	passwords
1064	3456	1	res/8o.xml	alchemist
1059	2788	1	res/I8.xml	alchemist
1055	8449	1	assets/holidays/France.json	calendar
1054	2808	1	res/V31.xml	alchemist
1053	3096	1	res/wL1.xml	alchemist
1053	2735	1	org/apache/commons/codec/language/bm/gen_rules_german.txt	passwords
1052	2468	1	res/PK.xml	alchemist
1050	2896	1	res/3L.xml	alchemist
1049	2340	1	res/55.xml	alchemist
1049	3800	1	res/mm.xml	alchemist
1048	2516	1	res/wM.xml	alchemist
1047	3308	1	res/sh.xml	alchemist
1044	3556	1	res/Az.xml	alchemist
1042	2608	1	res/3Q.xml	alchemist
1040	2845	1	org/apache/commons/codec/language/bm/gen_hebrew_common.txt	passwords
1038	8564	1	assets/holidays/Hungary.json	calendar
1035	3284	1	res/XU.xml	alchemist
1032	2300	1	res/AQ.xml	alchemist
1030	2856	1	res/23.xml	alchemist
1028	3336	1	res/kT.xml	alchemist
1028	2983	1	org/apache/commons/codec/language/bm/ash_hebrew_common.txt	passwords
1023	9472	1	assets/holidays/Czechia.json	calendar
1023	2688	1	res/W_.xml	alchemist
1023	3221	1	base.kdbx.xml	passwords
1022	3340	1	res/AG.xml	alchemist
1018	3004	1	res/yL.xml	alchemist
1017	3688	1	res/Fi.xml	alchemist
1016	2812	1	res/L-.xml	openassistant
1015	3000	1	res/C9.xml	alchemist
1014	8009	1	assets/holidays/Finland.json	calendar
1014	2552	1	res/RL1.xml	alchemist
1014	2756	1	res/a1.xml	openassistant
1008	1924	1	res/aF.xml	weather
1006	2660	1	res/32.xml	alchemist
1006	2708	1	res/T3.xml	alchemist
1004	3060	1	res/wl.xml	alchemist
998	2500	1	res/0q.xml	alchemist
998	2868	1	res/Vc.xml	alchemist
992	2484	1	res/us.xml	alchemist
989	2196	1	res/Q8.xml	alchemist
987	2672	1	res/eg.xml	alchemist
987	2852	1	res/lt.xml	alchemist
984	984	24	res/Gf.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
983	8025	1	assets/holidays/Netherlands.json	calendar
983	4708	1	res/MM.xml	alchemist
982	2812	1	res/hg.xml	alchemist
981	8526	1	assets/holidays/Italy.json	calendar
981	2432	1	res/M7.xml	alchemist
978	7826	1	assets/holidays/Ireland.json	calendar
977	2904	1	res/im1.xml	alchemist
973	3384	1	res/DC1.xml	alchemist
971	2300	1	org/apache/commons/codec/language/bm/gen_rules_cyrillic.txt	passwords
969	3436	1	res/0G.xml	alchemist
966	966	24	res/uL.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
966	3476	1	res/YC.xml	alchemist
966	3476	1	res/Zq.xml	alchemist
965	2620	1	res/zW.xml	alchemist
964	964	1	junit/runner/logo.gif	passwords
964	2366	1	org/apache/commons/codec/language/bm/ash_rules_cyrillic.txt	passwords
963	4892	1	res/Io1.xml	alchemist
963	2073	1	org/apache/commons/codec/language/bm/ash_rules_spanish.txt	passwords
962	2129	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BD	contacts,messages
961	2912	1	res/xQ.xml	alchemist
961	2470	1	ch/qos/logback/classic/db/script/oracle.sql	passwords
958	2274	1	org/apache/commons/codec/language/bm/ash_rules_french.txt	passwords
957	1818	1	com/google/auto/value/processor/autobuilder.vm	camera
956	2680	1	res/x0.xml	alchemist
956	2244	1	res/Qr.xml	health
955	4016	1	res/6y.xml	alchemist
955	2564	1	res/GP.xml	alchemist
955	2760	1	res/kr.xml	alchemist
953	2300	1	res/fL.xml	alchemist
953	2192	1	res/5-.xml	maps
951	2976	1	res/jn.xml	alchemist
949	2224	1	org/apache/commons/codec/language/bm/sep_rules_french.txt	passwords
947	2364	1	res/VA.xml	alchemist
946	946	24	res/8h.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
945	8973	1	assets/holidays/Russia.json	calendar
944	2532	1	res/aG.xml	alchemist
944	2612	1	res/g31.xml	alchemist
944	2892	1	res/cv.xml	openassistant
938	1976	1	res/sp.xml	alchemist
936	2300	1	res/E7.xml	alchemist
932	3376	1	res/fL1.xml	alchemist
931	2431	1	org/apache/commons/codec/language/bm/sep_lang.txt	passwords
929	3592	1	res/r0.xml	alchemist
927	2704	1	res/9w.xml	alchemist
922	1952	1	org/apache/commons/codec/language/bm/ash_exact_any.txt	passwords
920	3400	1	res/6I.xml	alchemist
917	2724	1	res/fL2.xml	alchemist
916	2124	1	res/wI.xml	alchemist
916	2816	1	res/1e.xml	openassistant
913	2680	1	res/3K.xml	alchemist
912	1984	1	res/g4.xml	alchemist
909	909	1	res/pu.png	openassistant
908	2187	1	org/apache/commons/codec/language/bm/sep_hebrew_common.txt	passwords
903	2208	1	org/apache/commons/codec/language/bm/gen_rules_arabic.txt	passwords
897	2640	1	res/_S.xml	alchemist
896	2444	1	res/va.xml	alchemist
894	2028	1	res/yy.xml	alchemist
893	2344	1	res/53.xml	alchemist
893	2272	1	res/k_.xml	alchemist
893	2256	1	res/oK.xml	alchemist
891	2300	1	res/gE.xml	alchemist
888	2976	1	res/CR.xml	alchemist
888	2628	1	res/ok.xml	alchemist
888	2044	1	res/HP.xml	maps
885	1980	2	res/7R.xml	music,youpipe
884	2548	1	res/Kn.xml	alchemist
884	2256	1	res/f_2.xml	alchemist
883	1956	1	res/fQ.xml	maps
883	883	1	junit/runner/smalllogo.gif	passwords
882	2276	1	res/OD.xml	alchemist
882	2084	1	res/Wy.xml	alchemist
882	2196	1	res/oT1.xml	alchemist
879	2192	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MM	contacts,messages
879	2396	1	res/-2.xml	alchemist
879	2836	1	res/dC.xml	alchemist
878	2760	1	res/ZW.xml	clock
878	2760	1	res/ZW.xml	passwords
878	2760	1	res/ZW.xml	pdf
878	2760	1	res/ZW.xml	photos
877	2760	1	res/ZW.xml	camera
877	2760	9	res/ZW.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
877	2760	2	res/ZW.xml	findfamily,maps
877	2912	1	res/IA.xml	alchemist
877	2760	1	res/ZW.xml	messages
877	2760	2	res/ZW.xml	music,youpipe
877	2760	2	res/ZW.xml	notes,openassistant
876	2760	1	res/ZW.xml	weather
874	2760	2	res/ZW.xml	calendar,email
873	2540	1	res/mN.xml	alchemist
873	1960	1	org/apache/commons/codec/language/bm/ash_rules_hungarian.txt	passwords
870	1828	1	res/bQ.xml	openassistant
867	2068	1	res/Fn1.xml	weather
866	3364	1	res/5A.xml	alchemist
