comp_bytes	num_apps	waste_bytes	path	apps
517	2	517	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PH	contacts,messages
515	3	1030	res/VJ.xml	calendar,email,weather
515	2	515	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_JO	contacts,messages
515	2	515	res/2N.xml	music,youpipe
515	2	515	res/bB.xml	music,youpipe
515	2	515	res/uf.xml	music,youpipe
514	24	11822	res/Qt.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
513	24	11799	res/MQ.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
513	24	11799	res/u3.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
512	2	512	res/IE.xml	calendar,email
510	2	510	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_IE	contacts,messages
510	2	510	res/zR.xml	music,youpipe
508	2	508	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GE	contacts,messages
506	2	506	res/Sn.xml	music,youpipe
503	2	503	res/7y.xml	calendar,email
503	2	503	res/_b.xml	calendar,email
502	2	502	res/0x.xml	calendar,email
502	2	502	res/3B.xml	calendar,email
502	2	502	res/7m.xml	calendar,email
502	2	502	res/Cy.xml	calendar,email
502	2	502	res/LH.xml	calendar,email
502	2	502	res/Wi.xml	calendar,email
502	2	502	res/pw.xml	camera,chess
499	2	499	res/xB.xml	calendar,email
498	2	498	res/bS.xml	calendar,email
498	2	498	res/P8.xml	findfamily,passwords
492	2	492	res/bP.xml	calendar,email
492	2	492	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TR	contacts,messages
492	2	492	res/X8.xml	music,youpipe
491	20	9329	res/ZN.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
491	2	491	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ZA	contacts,messages
490	11	4900	res/TK.xml	contacts,email,maps,music,notes,office,openassistant,passwords,pdf,photos,weather
489	3	978	res/H6.xml	calendar,email,weather
487	2	487	res/SN.xml	camera,openassistant
487	14	6331	res/mA.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
486	2	486	res/mA.xml	calendar,email
486	2	486	res/jT.xml	music,youpipe
485	2	485	res/mA.xml	findfamily,maps
484	24	11132	res/iR.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
481	9	3848	res/2Z.xml	calendar,contacts,email,findfamily,messages,openassistant,passwords,photos,youpipe
481	2	481	res/jb.xml	music,youpipe
480	2	480	res/I8.xml	music,youpipe
477	2	477	res/Av.xml	messages,openassistant
476	24	10948	res/tG.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
472	17	7552	res/GR.xml	alchemist,calendar,chess,contacts,email,findfamily,health,maps,messages,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker
472	2	472	res/W3.xml	camera,openassistant
472	2	472	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LU	contacts,messages
471	24	10833	res/cm.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
471	3	942	res/GR.xml	clock,music,youpipe
471	2	471	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NZ	contacts,messages
470	4	1410	res/Qu.xml	calendar,email,messages,weather
470	4	1410	res/v-.xml	calendar,email,messages,weather
469	16	7035	res/Qu.xml	alchemist,chess,clock,contacts,findfamily,health,maps,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
469	16	7035	res/v-.xml	alchemist,chess,clock,contacts,findfamily,health,maps,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
469	2	469	res/oH.xml	music,youpipe
468	17	7488	res/Ed.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,music,notes,openassistant,pdf,photos,unblockjam,weather,wordmaker,youpipe
467	2	467	res/1h.xml	music,youpipe
464	24	10672	res/7i.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
464	2	464	res/uN.xml	calendar,email
464	2	464	res/Ml.xml	music,youpipe
462	2	462	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PL	contacts,messages
462	2	462	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_VN	contacts,messages
461	2	461	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GR	contacts,messages
460	3	920	res/GK.xml	calendar,email,weather
460	17	7360	res/GK.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
460	2	460	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CL	contacts,messages
460	2	460	res/Xp.xml	findfamily,maps
460	2	460	res/h0.xml	music,youpipe
459	2	459	res/Xp.xml	calendar,email
458	14	5954	res/Xp.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
457	4	1371	res/s8.xml	calendar,email,photos,weather
457	2	457	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_IR	contacts,messages
455	20	8645	res/GC.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
455	2	455	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BB	contacts,messages
454	2	454	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PA	contacts,messages
452	16	6780	res/oz.xml	calendar,clock,contacts,email,findfamily,health,maps,music,notes,office,openassistant,passwords,pdf,photos,weather,youpipe
451	20	8569	res/D5.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
450	2	450	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TR	contacts,messages
448	24	10304	res/8y.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
448	24	10304	res/aU.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
448	17	7168	res/color/m3_text_button_ripple_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
448	3	896	res/Bk.xml	email,messages,openassistant
447	3	894	res/color/m3_text_button_ripple_color_selector.xml	calendar,email,weather
445	2	445	res/JC.xml	calendar,email
445	14	5785	res/JC.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
444	3	888	res/color/m3_button_ripple_color_selector.xml	calendar,email,weather
444	17	7104	res/color/m3_button_ripple_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
443	2	443	res/V1.xml	calendar,email
443	2	443	res/hP.xml	calendar,email
443	14	5759	res/V1.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
443	14	5759	res/hP.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
443	2	443	res/JC.xml	findfamily,maps
443	2	443	res/V1.xml	findfamily,maps
443	2	443	res/hP.xml	findfamily,maps
442	2	442	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_EE	contacts,messages
441	2	441	res/Vs.xml	calendar,email
441	14	5733	res/Vs.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
441	2	441	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BS	contacts,messages
439	17	7024	res/vY.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,music,notes,openassistant,pdf,photos,unblockjam,weather,wordmaker,youpipe
439	2	439	res/nD.xml	music,youpipe
439	3	878	res/NT.xml	notes,openassistant,photos
438	4	1314	res/Ma.xml	calendar,email,photos,weather
437	24	10051	res/kg.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
437	24	10051	res/wL.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
437	2	437	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SK	contacts,messages
436	2	436	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_JM	contacts,messages
435	3	870	res/P51.xml	calendar,email,weather
435	24	10005	res/Qd.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
435	2	435	res/re.xml	music,youpipe
434	2	434	res/Vs.xml	findfamily,maps
433	22	9093	res/K51.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
433	2	433	res/E3.xml	health,openassistant
433	2	433	res/K51.xml	passwords,photos
432	24	9936	res/d3.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
431	22	9051	res/qz.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
430	24	9890	res/7C.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
430	4	1290	res/s81.xml	calendar,email,photos,weather
430	2	430	res/bt.xml	music,youpipe
430	2	430	res/qz.xml	passwords,photos
428	4	1284	res/-b1.xml	calendar,email,photos,weather
428	22	8988	res/9T1.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
428	2	428	res/bt.xml	findfamily,maps
428	2	428	res/9T1.xml	passwords,photos
427	2	427	res/bt.xml	calendar,email
427	12	4697	res/bt.xml	alchemist,chess,clock,contacts,health,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker
426	2	426	res/iy.xml	contacts,youpipe
425	2	425	res/hg.xml	calendar,email
423	3	846	res/bL.xml	calendar,email,weather
423	19	7614	res/bL.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
423	2	423	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CX	contacts,messages
422	24	9706	res/UR.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
422	2	422	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ET	contacts,messages
422	2	422	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MX	contacts,messages
421	22	8841	res/Lf.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
421	2	421	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_DO	contacts,messages
421	2	421	res/Lf.xml	passwords,photos
420	24	9660	res/HQ.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
420	24	9660	res/Z8.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
420	4	1260	res/aP1.xml	calendar,email,photos,weather
419	20	7961	res/color/mtrl_tabs_ripple_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
418	2	418	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_IS	contacts,messages
417	4	1251	res/4x.xml	calendar,email,pdf,weather
417	3	834	res/Dd.xml	calendar,email,weather
417	3	834	res/MY.xml	calendar,email,weather
417	24	9591	res/z9.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
417	18	7089	res/4x.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
417	2	417	res/LO.xml	email,weather
416	3	832	res/5g.xml	calendar,email,weather
416	3	832	res/AE.xml	calendar,email,weather
416	3	832	res/Eq1.xml	calendar,email,weather
416	3	832	res/Id.xml	calendar,email,weather
416	3	832	res/Lh.xml	calendar,email,weather
416	3	832	res/Mv.xml	calendar,email,weather
416	3	832	res/Si.xml	calendar,email,weather
416	3	832	res/_Y.xml	calendar,email,weather
416	3	832	res/jB.xml	calendar,email,weather
416	3	832	res/lz.xml	calendar,email,weather
416	3	832	res/zF.xml	calendar,email,weather
416	17	6656	res/color/m3_standard_toolbar_button_text_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
416	17	6656	res/color/m3_standard_toolbar_icon_button_icon_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
416	2	416	res/B1.xml	email,weather
416	2	416	res/Eo.xml	email,weather
416	2	416	res/HY1.xml	email,weather
416	2	416	res/MI.xml	email,weather
416	2	416	res/Xg.xml	email,weather
416	2	416	res/ok.xml	email,weather
416	2	416	res/t6.xml	email,weather
415	3	830	res/-n.xml	calendar,email,weather
415	3	830	res/5U.xml	calendar,email,weather
415	3	830	res/Eq.xml	calendar,email,weather
415	3	830	res/JH.xml	calendar,email,weather
415	2	415	res/JN1.xml	calendar,email
415	24	9545	res/KM.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
415	3	830	res/M2.xml	calendar,email,weather
415	3	830	res/Mn1.xml	calendar,email,weather
415	3	830	res/Zj.xml	calendar,email,weather
415	3	830	res/_T.xml	calendar,email,weather
415	3	830	res/cT.xml	calendar,email,weather
415	3	830	res/color/m3_standard_toolbar_button_text_color_selector.xml	calendar,email,weather
415	3	830	res/color/m3_standard_toolbar_icon_button_icon_color_selector.xml	calendar,email,weather
415	3	830	res/e2.xml	calendar,email,weather
415	3	830	res/em.xml	calendar,email,weather
415	3	830	res/i7.xml	calendar,email,weather
415	3	830	res/iq.xml	calendar,email,weather
415	3	830	res/nd.xml	calendar,email,weather
415	3	830	res/oa.xml	calendar,email,weather
415	3	830	res/qY.xml	calendar,email,weather
415	2	415	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_882	contacts,messages
415	2	415	res/rY1.xml	email,weather
414	3	828	res/CK.xml	calendar,email,weather
414	3	828	res/EK.xml	calendar,email,weather
414	3	828	res/Gc1.xml	calendar,email,weather
414	3	828	res/Yf1.xml	calendar,email,weather
414	3	828	res/color/m3_vibrant_toolbar_button_text_color_selector.xml	calendar,email,weather
414	3	828	res/color/m3_vibrant_toolbar_icon_button_icon_color_selector.xml	calendar,email,weather
414	3	828	res/vI.xml	calendar,email,weather
414	17	6624	res/color/m3_vibrant_toolbar_button_text_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
414	17	6624	res/color/m3_vibrant_toolbar_icon_button_icon_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
414	2	414	res/Rb.xml	email,weather
414	2	414	res/sF.xml	email,weather
414	2	414	res/D_.xml	music,youpipe
413	3	826	res/-m.xml	calendar,email,weather
413	3	826	res/Dx.xml	calendar,email,weather
413	3	826	res/FG.xml	calendar,email,weather
413	2	413	res/Go.xml	calendar,email
413	3	826	res/KO.xml	calendar,email,weather
413	3	826	res/QR.xml	calendar,email,weather
413	2	413	res/Sr2.xml	calendar,email
413	3	826	res/TO.xml	calendar,email,weather
413	3	826	res/UX.xml	calendar,email,weather
413	3	826	res/_e.xml	calendar,email,weather
413	3	826	res/he.xml	calendar,email,weather
413	15	5782	res/Sr.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
413	2	413	res/Sr.xml	findfamily,maps
412	3	824	res/-M.xml	calendar,email,weather
412	3	824	res/6l.xml	calendar,email,weather
412	3	824	res/7F.xml	calendar,email,weather
412	3	824	res/9E.xml	calendar,email,weather
